X-axis,Y-axis
2174.108695652174,456.55797101449275
739.395652173913,495.5108695652174
739.3181818181819,204.86363636363637
1219.875,193.7
2264.082910321489,526.8714043993232
981.0063492063492,376.2793650793651
1003.44,478.38666666666666
2594.611829944547,580.898336414048
1478.4807692307693,195.78846153846155
971.6666666666666,127.11111111111111
583.6666666666666,91.0
1092.5,137.5
827.03125,150.8125
1265.375,121.0
395.6111111111111,83.0
951.0851063829788,129.80851063829786
988.7142857142857,160.6
1083.2619047619048,401.42857142857144
885.2857142857143,117.64285714285714
1331.173076923077,231.75
242.5,234.3
975.5714285714286,128.42857142857142
553.9444444444445,105.33333333333333
900.7454545454545,158.0
938.3571428571429,136.5
871.2190476190476,215.47619047619048
546.1595744680851,190.54255319148936
765.0952380952381,93.28571428571429
690.7222222222222,97.22222222222223
286.78125,137.0625
531.64,119.52
962.4285714285714,102.14285714285714
1107.1666666666667,130.0
914.2857142857143,346.7142857142857
897.2972972972973,399.9594594594595
1086.938775510204,675.0204081632653
850.048,329.056
639.0375,441.2875
1189.6222222222223,564.6111111111111
561.3965517241379,340.9310344827586
919.0,370.93939393939394
858.9701492537314,553.1940298507462
676.7894736842105,524.4035087719299
947.925925925926,228.74074074074073
1139.6,126.0
1287.111111111111,163.02777777777777
1265.4333333333334,210.34444444444443
996.9304029304029,508.2721088435374
754.9583333333334,368.4375
1027.634328358209,334.04477611940297
1053.0841584158416,555.0412541254126
1119.9444444444443,387.1666666666667
867.5314685314685,464.2307692307692
1327.5533980582525,279.05825242718447
1305.888888888889,230.16666666666666
1465.0294117647059,205.39705882352942
560.4705882352941,236.61764705882354
1038.6162790697674,390.6860465116279
1025.703125,155.453125
917.0714285714286,629.5535714285714
1076.6648501362397,525.4114441416893
1209.6296296296296,706.0
969.1538461538462,137.30769230769232
1293.2666666666667,317.88
825.4583333333334,127.83333333333333
776.5315315315315,291.31531531531533
1235.4285714285713,140.04761904761904
1424.1717791411043,239.59509202453987
848.0,121.33333333333333
1272.8153846153846,358.24615384615385
972.0,121.07142857142857
1114.0,134.0
886.5121951219512,261.9390243902439
831.25,125.91666666666667
804.76,146.72
815.575,177.05
2252.8314606741574,364.7865168539326
2329.625,238.13636363636363
1826.4452736318408,273.4726368159204
2106.7606837606836,359.63247863247864
2763.4919354838707,505.3306451612903
1132.0414847161571,419.49181222707426
2391.058479532164,367.9824561403509
2342.75,143.125
2511.8658536585367,279.6341463414634
2345.3439490445858,524.0254777070064
1102.8829787234042,325.98936170212767
2395.5989847715737,266.1421319796954
1977.25,235.92857142857142
2156.404255319149,154.53191489361703
2197.5,126.72727272727273
2078.2368421052633,218.73684210526315
2258.427135678392,360.9145728643216
2259.75,141.5
2321.090909090909,131.45454545454547
2208.728813559322,408.6779661016949
2337.15625,189.78125
1207.6206896551723,126.62068965517241
904.2722222222222,360.75555555555553
813.3269230769231,315.6730769230769
780.0238095238095,328.17857142857144
1108.8181818181818,132.72727272727272
1156.451388888889,328.0763888888889
1008.75,166.765625
778.6274509803922,518.3529411764706
1134.225806451613,508.93548387096774
1041.6842105263158,135.94736842105263
816.5945945945946,144.35135135135135
853.8879310344828,268.2844827586207
995.170731707317,267.8292682926829
870.8571428571429,126.71428571428571
955.4266666666666,260.96
962.9433962264151,304.66037735849056
521.25,278.95
909.75,226.9
1091.140350877193,162.28070175438597
934.12,481.58
779.09375,182.03125
1206.5555555555557,126.88888888888889
1255.5159235668789,460.9363057324841
924.4262948207171,446.800796812749
1145.875968992248,318.5736434108527
1227.3529411764705,130.52941176470588
987.9166666666666,119.5
972.4,153.65
1117.0,120.16666666666667
1293.093023255814,235.7674418604651
738.6372093023256,391.0279069767442
1012.3972602739726,311.6849315068493
909.332,507.144
905.8339920948616,451.69169960474306
851.5,201.1341463414634
893.5,118.38235294117646
960.9934354485777,278.79868708971554
894.4340277777778,448.05555555555554
1029.0555819477436,395.1149643705463
935.9516908212561,474.17149758454104
330.5,250.33333333333334
808.170731707317,502.390243902439
1240.8,381.3636363636364
879.6611111111112,347.8666666666667
872.9205298013245,443.49006622516555
851.06,242.18
924.0111111111111,272.1111111111111
1145.3253588516745,384.0287081339713
1054.6624203821657,470.1210191082803
1058.2142857142858,509.92857142857144
1051.9322916666667,755.5260416666666
1531.608695652174,617.9782608695652
1064.6303797468354,522.3012658227848
1253.2380952380952,710.9761904761905
1164.5847953216373,280.67836257309943
1409.3372093023256,219.11627906976744
1035.6147540983607,296.6475409836066
1078.732142857143,636.0178571428571
1126.7288135593221,337.83898305084745
561.1351351351351,322.6216216216216
1018.1081081081081,731.7837837837837
882.3975903614457,210.4578313253012
617.8090909090909,238.74545454545455
973.7105263157895,253.71052631578948
583.8571428571429,345.24285714285713
1008.2948717948718,355.6666666666667
799.4117647058823,211.4313725490196
1623.9555555555555,137.37777777777777
1370.1875,566.8125
630.1463414634146,207.85365853658536
1065.20987654321,299.0740740740741
1416.6129032258063,184.8709677419355
897.8646616541354,470.60526315789474
1010.9166666666666,392.85
1450.7297297297298,235.3918918918919
948.379746835443,643.367088607595
1072.9166666666667,503.75
1000.6739130434783,374.4130434782609
1290.996644295302,720.1208053691275
1181.020066889632,724.1204013377926
1365.8823529411766,699.7254901960785
888.1025830258303,501.929889298893
1323.5,699.6571428571428
1194.4185520361991,577.2586726998492
1199.5426829268292,455.640243902439
727.4285714285714,228.0924369747899
1172.0436137071652,551.8504672897196
1583.6402116402116,610.5978835978837
1447.3653846153845,585.3461538461538
527.8461538461538,264.03076923076924
959.553264604811,483.02405498281786
1635.1100917431193,450.1192660550459
951.3378378378378,481.39639639639637
1257.5833333333333,477.19166666666666
1230.8506493506493,559.7662337662338
1198.945945945946,364.05405405405406
896.7272727272727,354.54545454545456
1571.7643312101911,486.79617834394907
1262.656050955414,437.0191082802548
518.0,258.5
914.0,404.68
1096.1063829787233,451.6950354609929
552.792022349837,428.7512028558125
720.8361581920904,489.04896421845575
991.75,425.5735294117647
1110.2375690607735,436.2651933701657
1028.7021276595744,365.8723404255319
834.0434782608696,391.30434782608694
830.364161849711,320.7485549132948
745.2361469467994,488.1931441208994
647.2697368421053,428.1644736842105
322.46153846153845,231.69230769230768
873.2634615384616,262.13461538461536
702.9207920792079,480.8168316831683
762.8157543391188,443.95460614152205
1090.6288659793815,439.2474226804124
783.9375,99.0
1061.7345132743362,413.4867256637168
608.2254641909815,500.3289124668435
939.031847133758,521.6942675159236
653.723568575233,433.14327563249003
1015.7413793103449,333.05172413793105
755.020618556701,396.8041237113402
892.976,521.1
1274.127659574468,192.85106382978722
1100.320512820513,259.6666666666667
838.7077922077922,616.0064935064935
841.4166666666666,331.4791666666667
1049.1709401709402,424.6068376068376
873.6868131868132,352.75824175824175
865.9608938547486,531.9441340782123
962.034749034749,633.096525096525
1033.9504132231405,323.4917355371901
917.9737704918033,486.05573770491804
674.972972972973,518.6486486486486
1013.0859375,417.68359375
999.9111111111112,521.3333333333334
777.2082595870206,494.1657817109145
965.9033742331288,556.2714723926381
688.3068181818181,482.5113636363636
791.7099236641221,358.7977099236641
1074.25,113.15
1066.8333333333333,499.6666666666667
857.1674528301887,597.75
945.6780045351474,645.6394557823129
1342.932098765432,625.7962962962963
914.7769396551724,618.0603448275862
938.3913043478261,369.4782608695652
1310.5597826086957,539.5326086956521
1394.888888888889,495.7485380116959
1111.948717948718,456.56410256410254
1020.1976109215017,626.3078498293515
817.7948717948718,508.4923076923077
1208.448275862069,138.93103448275863
938.8421052631579,443.1381578947368
851.28,141.28
947.9166666666666,441.078431372549
1022.6363636363636,238.64462809917356
828.5238095238095,142.14285714285714
952.7037037037037,134.85185185185185
1297.719512195122,302.280487804878
1111.0555555555557,138.66666666666666
963.5454545454545,141.0
1210.861111111111,151.25
1214.0967741935483,142.03225806451613
815.2242990654206,417.49532710280374
723.7716535433071,314.20472440944883
670.1616839536302,646.725442342892
1039.2173913043478,152.8695652173913
859.1875,145.375
1198.1153846153845,137.80769230769232
839.9333333333333,629.8333333333334
921.7072072072073,407.55405405405406
1043.4424242424243,600.2545454545455
873.578947368421,260.0
787.1826923076923,465.2692307692308
1193.247191011236,325.4943820224719
785.9574468085107,390.7659574468085
977.1149425287356,287.57471264367814
1005.92,138.62
1177.304347826087,251.1304347826087
1003.2105263157895,146.47368421052633
1275.5337423312883,458.34355828220856
955.1756097560975,558.2487804878049
788.5470588235294,335.95882352941175
1164.8680981595091,531.1595092024539
1001.6666666666666,258.0
987.1515151515151,334.27705627705626
1053.92,137.0
1066.867469879518,302.3734939759036
908.3529411764706,154.97058823529412
908.5641025641025,248.84615384615384
1028.8095238095239,249.42857142857142
1305.5294117647059,259.0
1120.9885714285715,388.89714285714285
1360.7093023255813,327.75581395348837
1208.8392156862744,482.8705882352941
983.5806451612904,143.2258064516129
656.979020979021,358.3706293706294
864.7897435897436,438.95384615384614
568.256,387.424
555.2464788732394,328.88732394366195
1091.138888888889,703.8888888888889
548.2142857142857,285.25
1305.4666666666667,447.5
562.6,297.42857142857144
555.6315789473684,228.0
857.7037037037037,167.66666666666666
1149.906976744186,826.6162790697674
717.1693121693122,453.67724867724866
1090.8959810874705,454.12056737588654
1286.0748663101604,579.6791443850267
1242.7550505050506,544.1085858585859
793.5065217391304,280.0521739130435
1246.755351681957,579.6585117227319
972.7777777777778,647.7606837606837
1059.1538461538462,453.8269230769231
1100.7566371681417,386.8185840707965
852.2727272727273,144.8181818181818
1289.544776119403,556.2935323383084
711.7627118644068,184.0
961.5984042553191,480.2074468085106
866.2272727272727,208.79090909090908
609.9397799652577,513.4226983207875
772.9420289855072,546.0434782608696
948.3163265306123,542.3714285714286
1358.346590909091,568.7045454545455
970.6623376623377,426.0779220779221
1343.7124463519312,702.6437768240344
1175.00396432111,624.1298315163529
1059.0152671755725,571.2061068702291
1402.670786516854,633.5640449438202
1351.7075606276746,584.154065620542
1094.9161290322581,513.9548387096775
1378.483870967742,693.0
967.6691176470588,516.5330882352941
1153.6916666666666,352.6
911.7857142857143,737.1904761904761
880.7704918032787,573.1926229508197
1082.2328767123288,644.703196347032
1220.9649415692822,657.8697829716193
942.3881578947369,523.1973684210526
1219.1486486486488,543.1741741741741
972.9561752988047,482.0956175298805
990.6591375770021,621.1971252566735
1011.1746753967374,655.8949062257241
1204.3636363636363,562.0227272727273
1329.3781512605042,767.890756302521
1141.6,477.23865546218485
1476.8,751.65
1189.3587178904297,551.3619004319163
1291.9411764705883,708.0735294117648
921.6609244903818,641.2049956933678
1311.2881355932204,666.6440677966102
1026.2088827203331,582.8887346749942
1003.6449275362319,578.4782608695652
1346.7406542056074,523.731308411215
1214.8451612903225,664.3225806451613
861.2972972972973,679.4864864864865
1229.382743362832,608.7831858407079
988.2830188679245,573.2955974842768
1432.8490566037735,644.7169811320755
1001.25,577.0887096774194
1016.448275862069,475.7528735632184
1105.7143906020558,512.6277533039647
1120.8681818181817,497.75454545454545
1239.2788259958072,547.8280922431866
1264.6694214876034,459.40495867768595
1329.1770186335405,538.4875776397515
1335.3118279569892,489.3462365591398
1097.7301587301588,353.3015873015873
1087.4761904761904,739.3333333333334
850.6525423728814,518.5720338983051
622.0163398692811,627.5555555555555
1185.8852459016393,603.2622950819672
1223.842105263158,215.93859649122808
944.3658536585366,207.71951219512195
1081.6204188481674,465.1125654450262
1089.9473684210527,518.578947368421
1319.975,593.8625
494.51020408163265,412.48979591836735
1058.5263157894738,373.60526315789474
1267.5757575757575,594.5353535353536
1392.40625,144.25
1331.9490445859872,601.0297239915075
1069.3170731707316,457.3170731707317
713.525,390.25
1081.090909090909,297.57575757575756
1294.953125,304.8958333333333
657.5777777777778,378.97777777777776
815.4764150943396,456.04716981132077
646.6779661016949,518.5322033898306
905.4632768361582,546.9830508474577
707.5132743362832,280.283185840708
865.3013698630137,482.1917808219178
1230.6161137440758,496.563981042654
1104.548806032677,547.0255550900712
1098.0,544.439024390244
894.0534979423868,588.9958847736625
741.1509433962265,456.6666666666667
545.3684210526316,354.7631578947368
1380.4782608695652,633.9565217391304
1003.0112359550562,610.6067415730337
1041.6329415265586,707.7423002529385
1349.950980392157,565.7647058823529
935.3552447552447,570.4881118881119
472.5189620758483,525.7904191616766
818.2926829268292,356.5731707317073
977.4522597071929,684.0076384468491
1331.656,753.784
1332.920245398773,622.0613496932515
999.8947368421053,504.42105263157896
965.8250950570342,486.22433460076047
914.6211453744494,515.704845814978
865.0416666666666,483.94166666666666
1017.9089823220258,523.5108695652174
1245.3079870321249,546.2004126142057
1395.8987341772151,669.7088607594936
1434.2465753424658,662.1643835616438
1375.3210332103322,744.5756457564576
1318.782258064516,614.3951612903226
1009.91065830721,609.5172413793103
1209.1225490196077,663.0049019607843
1479.3939393939395,538.5151515151515
1110.951048951049,547.7237762237762
1329.735294117647,575.2470588235294
1064.8355826440284,560.7615730663184
1129.8,314.6
1140.7175572519084,577.6641221374045
872.8488888888888,507.24444444444447
1180.2527472527472,602.1538461538462
1515.2355072463768,842.9347826086956
1336.5235294117647,497.50588235294117
1260.9644839067703,544.3784683684795
